Dates,energy price
2015-08-09,56.91041666666667
2015-08-10,69.12083333333334
2015-08-11,69.62333333333332
2015-08-12,67.56583333333333
2015-08-13,60.210416666666674
2015-08-14,64.68833333333335
2015-08-15,58.182500000000005
2015-08-16,61.627916666666664
2015-08-17,68.33416666666666
2015-08-18,64.01541666666668
2015-08-19,65.38916666666667
2015-08-20,66.11999999999999
2015-08-21,69.51916666666666
2015-08-22,60.350000000000016
2015-08-23,43.42166666666666
2015-08-24,63.95333333333334
2015-08-25,67.61458333333334
2015-08-26,63.25458333333332
2015-08-27,59.811249999999994
2015-08-28,67.72041666666668
2015-08-29,60.01083333333333
2015-08-30,56.442083333333336
2015-08-31,71.27166666666666
2015-09-01,65.72875
2015-09-02,65.66458333333331
2015-09-03,62.69166666666666
2015-09-04,63.512499999999996
2015-09-05,60.09375000000001
2015-09-06,59.65958333333333
2015-09-07,68.40166666666666
2015-09-08,69.77791666666667
2015-09-09,68.72166666666666
2015-09-10,67.28166666666665
2015-09-11,62.94916666666666
2015-09-12,59.685
2015-09-13,44.902499999999996
2015-09-14,61.014166666666675
2015-09-15,53.18000000000001
2015-09-16,45.683749999999996
2015-09-17,58.655833333333334
2015-09-18,61.694583333333334
2015-09-19,54.824166666666656
2015-09-20,55.717499999999994
2015-09-21,62.36166666666667
2015-09-22,56.595416666666665
2015-09-23,58.52958333333333
2015-09-24,60.80083333333334
2015-09-25,60.249583333333334
2015-09-26,58.12375
2015-09-27,54.73708333333334
2015-09-28,60.11708333333334
2015-09-29,61.64124999999999
2015-09-30,64.50958333333332
2015-10-01,65.50708333333334
2015-10-02,64.88333333333334
2015-10-03,57.97541666666666
2015-10-04,47.31791666666666
2015-10-05,50.82750000000001
2015-10-06,56.031666666666666
2015-10-07,66.72208333333333
2015-10-08,64.68583333333332
2015-10-09,64.71416666666667
2015-10-10,57.44416666666667
2015-10-11,57.69166666666666
2015-10-12,58.14041666666665
2015-10-13,59.705833333333324
2015-10-14,59.43041666666668
2015-10-15,64.28750000000001
2015-10-16,66.12291666666667
2015-10-17,54.46958333333334
2015-10-18,60.49208333333335
2015-10-19,64.22166666666665
2015-10-20,57.27125000000001
2015-10-21,58.77375
2015-10-22,61.85999999999999
2015-10-23,65.99708333333335
2015-10-24,59.985833333333325
2015-10-25,55.26666666666666
2015-10-26,59.54208333333332
2015-10-27,56.55375000000001
2015-10-28,53.35833333333332
2015-10-29,60.324999999999996
2015-10-30,56.04041666666668
2015-10-31,55.89458333333334
2015-11-01,45.27666666666667
2015-11-02,56.992499999999986
2015-11-03,59.02958333333333
2015-11-04,60.44833333333333
2015-11-05,59.670416666666654
2015-11-06,62.93958333333333
2015-11-07,59.54416666666666
2015-11-08,54.51583333333332
2015-11-09,68.24875
2015-11-10,68.45125
2015-11-11,68.25500000000001
2015-11-12,68.54708333333335
2015-11-13,63.41791666666666
2015-11-14,59.60833333333334
2015-11-15,59.190000000000005
2015-11-16,66.03291666666667
2015-11-17,64.63958333333333
2015-11-18,66.76458333333333
2015-11-19,66.19416666666667
2015-11-20,57.06458333333333
2015-11-21,38.188750000000006
2015-11-22,49.33791666666667
2015-11-23,68.18041666666667
2015-11-24,67.90333333333335
2015-11-25,58.93458333333333
2015-11-26,57.862916666666656
2015-11-27,62.85458333333332
2015-11-28,55.35958333333334
2015-11-29,59.23
2015-11-30,69.50541666666668
2015-12-01,73.92916666666666
2015-12-02,74.79083333333332
2015-12-03,69.99708333333334
2015-12-04,72.62041666666666
2015-12-05,67.1825
2015-12-06,58.58833333333333
2015-12-07,57.55500000000001
2015-12-08,63.117500000000014
2015-12-09,69.11083333333333
2015-12-10,71.82083333333334
2015-12-11,70.55250000000001
2015-12-12,67.16499999999998
2015-12-13,55.65749999999999
2015-12-14,61.47458333333335
2015-12-15,59.220416666666665
2015-12-16,64.76125
2015-12-17,64.36541666666666
2015-12-18,64.2075
2015-12-19,55.56041666666667
2015-12-20,56.43083333333334
2015-12-21,65.61041666666665
2015-12-22,63.93083333333332
2015-12-23,65.59375
2015-12-24,58.48583333333334
2015-12-25,57.30541666666667
2015-12-26,53.05416666666667
2015-12-27,40.469583333333325
2015-12-28,48.38958333333332
2015-12-29,57.295416666666675
2015-12-30,51.45416666666666
2015-12-31,58.64166666666665
2016-01-01,39.94083333333334
2016-01-02,42.24041666666667
2016-01-03,30.702083333333324
2016-01-04,42.022499999999994
2016-01-05,42.13249999999999
2016-01-06,27.475833333333338
2016-01-07,38.78291666666666
2016-01-08,43.39749999999999
2016-01-09,36.375833333333325
2016-01-10,21.44458333333333
2016-01-11,35.87333333333333
2016-01-12,46.02458333333333
2016-01-13,48.28583333333335
2016-01-14,46.09791666666667
2016-01-15,47.389166666666675
2016-01-16,42.52541666666667
2016-01-17,45.508333333333326
2016-01-18,51.15625
2016-01-19,59.78333333333333
2016-01-20,60.72291666666666
2016-01-21,58.74458333333334
2016-01-22,55.259583333333325
2016-01-23,49.00666666666666
2016-01-24,43.172499999999985
2016-01-25,55.43958333333333
2016-01-26,56.55541666666668
2016-01-27,51.355833333333344
2016-01-28,55.24416666666667
2016-01-29,53.876666666666665
2016-01-30,44.90458333333333
2016-01-31,40.99875
2016-02-01,52.397083333333335
2016-02-02,50.08666666666668
2016-02-03,41.855833333333344
2016-02-04,43.42666666666667
2016-02-05,46.10124999999999
2016-02-06,35.00541666666666
2016-02-07,26.715000000000003
2016-02-08,39.28874999999999
2016-02-09,32.84875
2016-02-10,36.189166666666665
2016-02-11,40.50208333333333
2016-02-12,33.13
2016-02-13,18.659166666666668
2016-02-14,18.6525
2016-02-15,30.23333333333333
2016-02-16,43.689166666666665
2016-02-17,46.83499999999999
2016-02-18,46.29083333333333
2016-02-19,46.84916666666666
2016-02-20,41.19958333333333
2016-02-21,35.00875
2016-02-22,48.16041666666667
2016-02-23,42.26958333333334
2016-02-24,39.10958333333334
2016-02-25,36.699583333333344
2016-02-26,34.11958333333334
2016-02-27,14.514583333333334
2016-02-28,14.755
2016-02-29,30.652916666666666
2016-03-01,38.73458333333334
2016-03-02,32.878750000000004
2016-03-03,35.68
2016-03-04,28.455416666666668
2016-03-05,19.81875
2016-03-06,22.80583333333333
2016-03-07,35.67666666666667
2016-03-08,39.77583333333333
2016-03-09,30.664999999999996
2016-03-10,30.942083333333333
2016-03-11,39.43708333333334
2016-03-12,35.98833333333334
2016-03-13,32.94833333333334
2016-03-14,45.798333333333325
2016-03-15,49.043333333333344
2016-03-16,42.70416666666665
2016-03-17,48.617916666666666
2016-03-18,50.49125
2016-03-19,44.37083333333334
2016-03-20,42.65875
2016-03-21,43.787083333333335
2016-03-22,42.715
2016-03-23,38.38500000000001
2016-03-24,38.12333333333334
2016-03-25,38.475
2016-03-26,31.214583333333323
2016-03-27,23.752916666666668
2016-03-28,25.9875
2016-03-29,40.49666666666668
2016-03-30,38.87333333333334
2016-03-31,31.711666666666662
2016-04-01,41.642083333333325
2016-04-02,34.568749999999994
2016-04-03,23.017916666666668
2016-04-04,36.28124999999999
2016-04-05,29.9025
2016-04-06,36.81291666666667
2016-04-07,32.36958333333334
2016-04-08,29.527083333333334
2016-04-09,25.68166666666667
2016-04-10,18.429583333333333
2016-04-11,27.854166666666668
2016-04-12,30.895833333333332
2016-04-13,31.395000000000007
2016-04-14,33.076249999999995
2016-04-15,32.86666666666667
2016-04-16,25.888749999999998
2016-04-17,28.694583333333338
2016-04-18,33.63291666666667
2016-04-19,29.491249999999997
2016-04-20,37.619166666666665
2016-04-21,40.208333333333336
2016-04-22,43.18625
2016-04-23,29.617499999999996
2016-04-24,20.666666666666668
2016-04-25,35.29583333333334
2016-04-26,38.08
2016-04-27,40.23125000000001
2016-04-28,39.622499999999995
2016-04-29,39.838333333333324
2016-04-30,31.851250000000004
2016-05-01,23.3925
2016-05-02,34.017500000000005
2016-05-03,34.74041666666667
2016-05-04,40.02833333333334
2016-05-05,43.68208333333333
2016-05-06,42.46166666666668
2016-05-07,27.511666666666667
2016-05-08,16.4475
2016-05-09,33.99458333333333
2016-05-10,39.157500000000006
2016-05-11,36.99791666666666
2016-05-12,32.992916666666666
2016-05-13,27.59583333333333
2016-05-14,21.090833333333332
2016-05-15,22.422083333333333
2016-05-16,34.09541666666667
2016-05-17,41.228750000000005
2016-05-18,39.680416666666666
2016-05-19,40.26625000000001
2016-05-20,39.31708333333333
2016-05-21,28.499166666666678
2016-05-22,21.219166666666666
2016-05-23,41.06208333333334
2016-05-24,40.61875
2016-05-25,43.44875
2016-05-26,44.399166666666666
2016-05-27,43.08499999999999
2016-05-28,31.188749999999995
2016-05-29,24.065833333333334
2016-05-30,43.51083333333333
2016-05-31,44.590833333333336
2016-06-01,44.931250000000006
2016-06-02,47.18541666666667
2016-06-03,47.038333333333334
2016-06-04,46.17083333333333
2016-06-05,47.66833333333333
2016-06-06,50.85124999999999
2016-06-07,51.26624999999999
2016-06-08,49.14208333333334
2016-06-09,48.471666666666664
2016-06-10,46.30583333333333
2016-06-11,45.90958333333333
2016-06-12,43.96458333333333
2016-06-13,43.64416666666667
2016-06-14,43.75208333333334
2016-06-15,40.298750000000005
2016-06-16,45.30916666666667
2016-06-17,51.104166666666664
2016-06-18,42.54625000000001
2016-06-19,40.32833333333334
2016-06-20,48.76333333333332
2016-06-21,49.395
2016-06-22,45.62416666666667
2016-06-23,46.72291666666666
2016-06-24,45.278333333333336
2016-06-25,41.545
2016-06-26,33.87833333333332
2016-06-27,46.062916666666666
2016-06-28,50.38375000000001
2016-06-29,52.40875
2016-06-30,52.61833333333333
2016-07-01,49.83208333333334
2016-07-02,45.03
2016-07-03,41.67083333333333
2016-07-04,49.14833333333333
2016-07-05,48.82416666666666
2016-07-06,49.12166666666667
2016-07-07,50.34833333333333
2016-07-08,49.2925
2016-07-09,47.257083333333334
2016-07-10,45.089166666666664
2016-07-11,49.77208333333334
2016-07-12,48.10083333333332
2016-07-13,46.14500000000001
2016-07-14,45.25833333333333
2016-07-15,46.774166666666666
2016-07-16,45.4075
2016-07-17,46.611250000000005
2016-07-18,49.417916666666656
2016-07-19,48.42083333333332
2016-07-20,49.20416666666667
2016-07-21,50.57708333333334
2016-07-22,47.92625
2016-07-23,44.662499999999994
2016-07-24,43.721666666666664
2016-07-25,47.73999999999999
2016-07-26,48.117916666666666
2016-07-27,48.75833333333335
2016-07-28,49.669999999999995
2016-07-29,51.46083333333335
2016-07-30,46.07375000000001
2016-07-31,42.83875
2016-08-01,48.85041666666667
2016-08-02,48.454583333333325
2016-08-03,50.74791666666667
2016-08-04,48.49458333333334
2016-08-05,46.845
2016-08-06,44.94208333333333
2016-08-07,40.55375
2016-08-08,48.60083333333333
2016-08-09,45.04374999999999
2016-08-10,43.32375
2016-08-11,46.384166666666665
2016-08-12,48.72666666666666
2016-08-13,47.104166666666686
2016-08-14,46.12291666666667
2016-08-15,48.75791666666667
2016-08-16,51.231666666666676
2016-08-17,49.763749999999995
2016-08-18,49.98500000000001
2016-08-19,49.074999999999996
2016-08-20,45.58625000000001
2016-08-21,44.56916666666666
2016-08-22,48.02666666666668
2016-08-23,48.06958333333333
2016-08-24,48.1275
2016-08-25,47.65208333333334
2016-08-26,48.07041666666667
2016-08-27,47.25458333333333
2016-08-28,47.029583333333335
2016-08-29,48.288333333333334
2016-08-30,50.07
2016-08-31,49.54583333333333
2016-09-01,50.192083333333336
2016-09-02,52.22541666666666
2016-09-03,48.97083333333333
2016-09-04,48.643333333333324
2016-09-05,54.45874999999998
2016-09-06,55.67124999999999
2016-09-07,55.1175
2016-09-08,51.96541666666666
2016-09-09,53.180416666666666
2016-09-10,48.410833333333336
2016-09-11,47.20000000000001
2016-09-12,50.26624999999999
2016-09-13,49.77250000000001
2016-09-14,49.96750000000001
2016-09-15,50.68833333333334
2016-09-16,49.33583333333333
2016-09-17,46.45875
2016-09-18,43.03041666666666
2016-09-19,49.39499999999999
2016-09-20,50.580833333333345
2016-09-21,52.66249999999997
2016-09-22,52.822916666666664
2016-09-23,53.45999999999999
2016-09-24,46.75333333333333
2016-09-25,45.8025
2016-09-26,53.01541666666666
2016-09-27,50.405416666666646
2016-09-28,50.11416666666667
2016-09-29,50.35791666666666
2016-09-30,51.90541666666666
2016-10-01,51.9275
2016-10-02,52.251250000000006
2016-10-03,56.93208333333332
2016-10-04,60.17416666666667
2016-10-05,58.76083333333333
2016-10-06,60.61791666666667
2016-10-07,62.69
2016-10-08,55.60291666666668
2016-10-09,50.38583333333333
2016-10-10,62.68749999999999
2016-10-11,62.78125
2016-10-12,58.66416666666667
2016-10-13,64.13208333333331
2016-10-14,61.76458333333334
2016-10-15,52.974583333333335
2016-10-16,54.16541666666668
2016-10-17,67.21000000000001
2016-10-18,64.45333333333333
2016-10-19,66.325
2016-10-20,65.86875
2016-10-21,65.6425
2016-10-22,58.2175
2016-10-23,48.94708333333333
2016-10-24,62.30500000000001
2016-10-25,66.05791666666666
2016-10-26,66.30083333333333
2016-10-27,63.17208333333334
2016-10-28,64.26416666666667
2016-10-29,60.205833333333345
2016-10-30,59.35041666666667
2016-10-31,61.44083333333334
2016-11-01,57.84708333333333
2016-11-02,68.29083333333334
2016-11-03,69.55958333333332
2016-11-04,67.50874999999999
2016-11-05,56.82041666666667
2016-11-06,53.95041666666666
2016-11-07,64.68750000000001
2016-11-08,60.56333333333333
2016-11-09,59.352083333333326
2016-11-10,66.22374999999998
2016-11-11,67.24666666666668
2016-11-12,64.72375000000001
2016-11-13,58.22374999999999
2016-11-14,60.88166666666666
2016-11-15,65.60166666666666
2016-11-16,70.22250000000001
2016-11-17,67.88
2016-11-18,64.66791666666667
2016-11-19,59.097916666666656
2016-11-20,47.82333333333333
2016-11-21,53.53541666666667
2016-11-22,68.81791666666668
2016-11-23,63.21333333333333
2016-11-24,63.07708333333333
2016-11-25,61.927083333333336
2016-11-26,55.318333333333335
2016-11-27,58.05083333333334
2016-11-28,68.61208333333335
2016-11-29,70.60166666666667
2016-11-30,63.45416666666668
2016-12-01,71.22916666666667
2016-12-02,72.74833333333333
2016-12-03,62.10083333333333
2016-12-04,55.11166666666666
2016-12-05,68.47916666666667
2016-12-06,69.85875000000001
2016-12-07,69.70666666666666
2016-12-08,60.61916666666667
2016-12-09,63.43291666666667
2016-12-10,64.42833333333333
2016-12-11,66.82874999999999
2016-12-12,72.02916666666668
2016-12-13,72.36041666666667
2016-12-14,71.82833333333333
2016-12-15,73.55083333333333
2016-12-16,71.69875
2016-12-17,61.94625000000001
2016-12-18,61.09083333333333
2016-12-19,72.40375
2016-12-20,71.19375000000001
2016-12-21,71.59166666666668
2016-12-22,72.80833333333334
2016-12-23,71.86791666666667
2016-12-24,63.60999999999999
2016-12-25,59.29791666666666
2016-12-26,63.94083333333332
2016-12-27,69.87541666666665
2016-12-28,66.20416666666668
2016-12-29,66.76041666666667
2016-12-30,70.30958333333332
2016-12-31,66.72833333333334
2017-01-01,60.66708333333332
2017-01-02,68.48208333333334
2017-01-03,73.77541666666666
2017-01-04,73.26958333333333
2017-01-05,72.37333333333333
2017-01-06,73.3125
2017-01-07,72.41041666666666
2017-01-08,67.145
2017-01-09,79.75166666666668
2017-01-10,73.99708333333335
2017-01-11,81.40041666666666
2017-01-12,82.66125
2017-01-13,76.95500000000001
2017-01-14,72.17583333333334
2017-01-15,69.49125
2017-01-16,77.36
2017-01-17,81.19583333333334
2017-01-18,87.07708333333333
2017-01-19,93.81749999999998
2017-01-20,97.27374999999999
2017-01-21,86.07041666666665
2017-01-22,79.31458333333332
2017-01-23,92.20625
2017-01-24,95.71291666666669
2017-01-25,98.98291666666667
2017-01-26,94.44541666666665
2017-01-27,83.41625000000002
2017-01-28,68.46708333333332
2017-01-29,69.88791666666667
2017-01-30,79.21541666666667
2017-01-31,82.36000000000003
2017-02-01,76.43874999999998
2017-02-02,58.40125
2017-02-03,57.26333333333332
2017-02-04,53.38833333333332
2017-02-05,40.47416666666667
2017-02-06,60.88833333333332
2017-02-07,63.77916666666667
2017-02-08,63.91875000000002
2017-02-09,69.20833333333331
2017-02-10,72.50791666666667
2017-02-11,60.788750000000014
2017-02-12,50.004583333333336
2017-02-13,59.92958333333333
2017-02-14,64.13708333333334
2017-02-15,64.37249999999999
2017-02-16,64.77208333333333
2017-02-17,66.85375
2017-02-18,59.60208333333335
2017-02-19,53.38583333333333
2017-02-20,60.75333333333332
2017-02-21,58.679999999999986
2017-02-22,60.08541666666667
2017-02-23,62.41374999999999
2017-02-24,58.36333333333332
2017-02-25,56.940416666666664
2017-02-26,54.64125000000001
2017-02-27,53.037499999999994
2017-02-28,49.43000000000001
2017-03-01,56.37708333333333
2017-03-02,57.515833333333326
2017-03-03,48.39291666666667
2017-03-04,44.13666666666668
2017-03-05,37.16625
2017-03-06,52.017083333333346
2017-03-07,55.784166666666664
2017-03-08,56.32249999999999
2017-03-09,56.62958333333333
2017-03-10,56.254999999999995
2017-03-11,53.38791666666666
2017-03-12,32.60166666666667
2017-03-13,41.720833333333324
2017-03-14,47.05541666666667
2017-03-15,52.37708333333334
2017-03-16,52.56458333333334
2017-03-17,53.55041666666667
2017-03-18,50.83291666666668
2017-03-19,53.19333333333333
2017-03-20,54.4775
2017-03-21,52.461666666666666
2017-03-22,46.401250000000005
2017-03-23,53.29791666666667
2017-03-24,57.99791666666666
2017-03-25,47.642083333333346
2017-03-26,43.667083333333345
2017-03-27,53.29
2017-03-28,55.047083333333326
2017-03-29,55.06083333333333
2017-03-30,52.395416666666655
2017-03-31,49.05875
2017-04-01,41.055
2017-04-02,44.36249999999999
2017-04-03,56.40625000000002
2017-04-04,52.01208333333332
2017-04-05,47.27333333333334
2017-04-06,46.86291666666667
2017-04-07,53.96458333333334
2017-04-08,55.392500000000005
2017-04-09,51.99791666666667
2017-04-10,55.834166666666675
2017-04-11,55.316250000000004
2017-04-12,58.788333333333334
2017-04-13,56.544583333333314
2017-04-14,55.07458333333332
2017-04-15,51.299583333333345
2017-04-16,49.90833333333333
2017-04-17,56.12041666666667
2017-04-18,50.431250000000006
2017-04-19,47.154583333333335
2017-04-20,48.24333333333333
2017-04-21,52.25208333333333
2017-04-22,53.55041666666667
2017-04-23,55.52708333333334
2017-04-24,60.729166666666664
2017-04-25,55.43000000000001
2017-04-26,53.76125000000001
2017-04-27,51.89833333333333
2017-04-28,54.93958333333334
2017-04-29,51.287499999999994
2017-04-30,28.371666666666666
2017-05-01,49.44750000000001
2017-05-02,57.86124999999999
2017-05-03,55.20416666666667
2017-05-04,54.345416666666665
2017-05-05,49.931666666666665
2017-05-06,49.48333333333333
2017-05-07,52.67083333333332
2017-05-08,55.54
2017-05-09,56.887916666666655
2017-05-10,52.95291666666666
2017-05-11,48.04
2017-05-12,50.53625
2017-05-13,49.66624999999999
2017-05-14,51.625416666666666
2017-05-15,55.847500000000004
2017-05-16,57.19875
2017-05-17,54.090833333333336
2017-05-18,49.59666666666667
2017-05-19,53.70541666666665
2017-05-20,51.714999999999996
2017-05-21,48.37083333333334
2017-05-22,55.51833333333334
2017-05-23,52.9675
2017-05-24,55.32749999999999
2017-05-25,59.187916666666666
2017-05-26,58.665416666666665
2017-05-27,53.68625
2017-05-28,51.80208333333335
2017-05-29,58.300000000000004
2017-05-30,58.74125
2017-05-31,59.45791666666668
2017-06-01,60.19291666666666
2017-06-02,57.93208333333334
2017-06-03,53.99416666666667
2017-06-04,50.24083333333334
2017-06-05,54.39833333333333
2017-06-06,53.90541666666667
2017-06-07,55.333333333333336
2017-06-08,53.6025
2017-06-09,57.10458333333333
2017-06-10,53.88833333333334
2017-06-11,50.06666666666667
2017-06-12,55.244166666666665
2017-06-13,56.71791666666667
2017-06-14,59.28374999999999
2017-06-15,58.826249999999995
2017-06-16,57.778333333333336
2017-06-17,55.63249999999999
2017-06-18,56.24625000000001
2017-06-19,59.91666666666669
2017-06-20,60.1975
2017-06-21,62.772083333333335
2017-06-22,61.292083333333345
2017-06-23,59.04791666666666
2017-06-24,56.580833333333324
2017-06-25,53.53416666666666
2017-06-26,60.79791666666667
2017-06-27,56.84374999999999
2017-06-28,51.24041666666667
2017-06-29,52.02208333333334
2017-06-30,52.71749999999998
2017-07-01,50.62666666666667
2017-07-02,49.42625
2017-07-03,54.86291666666665
2017-07-04,55.08041666666667
2017-07-05,55.56791666666667
2017-07-06,58.60708333333334
2017-07-07,56.10916666666666
2017-07-08,54.0425
2017-07-09,52.12041666666667
2017-07-10,55.38541666666666
2017-07-11,56.998749999999994
2017-07-12,57.171250000000015
2017-07-13,59.458333333333336
2017-07-14,56.04041666666668
2017-07-15,53.044166666666655
2017-07-16,53.28916666666666
2017-07-17,56.361666666666686
2017-07-18,56.247499999999995
2017-07-19,55.64000000000001
2017-07-20,55.89749999999999
2017-07-21,56.779999999999994
2017-07-22,53.94416666666668
2017-07-23,52.969166666666666
2017-07-24,54.82041666666667
2017-07-25,55.625
2017-07-26,58.00208333333334
2017-07-27,59.98541666666668
2017-07-28,58.067916666666655
2017-07-29,54.478333333333325
2017-07-30,50.657500000000006
2017-07-31,55.457916666666655
2017-08-01,56.761666666666656
2017-08-02,56.95958333333334
2017-08-03,57.12624999999999
2017-08-04,56.620000000000005
2017-08-05,52.20874999999999
2017-08-06,49.647083333333335
2017-08-07,54.33374999999999
2017-08-08,53.30833333333334
2017-08-09,51.75875
2017-08-10,51.88499999999999
2017-08-11,51.15833333333334
2017-08-12,50.695
2017-08-13,49.44374999999999
2017-08-14,52.62291666666667
2017-08-15,50.883333333333326
